Unnamed: 0,rating,reviews,amenities,house_rules,price,country,bathrooms,beds,guests,toilets,bedrooms,studios,checkin_final,checkout_final
12089,4.92,175,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Patio or balcony,Garden,Indoor fireplace,Hair dryer,Refrigerator","Check-in: After 2:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",10100, Germany,1,4,4,0,2,0,14,11.0
12090,4.96,207,"Lake view,Mountain view,Kitchen,Wifi,Free parking on premises,Pets allowed,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed",15491, Italy,1,1,2,0,1,0,15,11.0
12091,4.87,32,"Mountain view,Valley view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Private patio or balcony,Shared backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 3:00 pm - 9:00 pm,Check out: 10:00 am,No smoking,Pets are allowed",9702, Germany,1,1,2,0,1,0,15,10.0
12092,4.83,407,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Garden,Indoor fireplace,Children’s books and toys,Fire pit,Refrigerator","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",16189, United Kingdom,1,3,4,0,1,0,16,10.0
12093,4.82,11,"City skyline view,Mountain view,Kitchen,Wifi,Free parking on premises,Shared pool – available seasonally,HDTV,AC – split-type ductless system,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",11325, Portugal,1,2,2,0,1,0,16,12.0
12094,4.95,146,"Lake access,Wifi,Dedicated workspace,Free parking on premises,Patio or balcony,Garden,Indoor fireplace,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for children and infants,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",5637, Romania,1,1,2,0,0,0,15,11.0
12095,4.95,182,"Kitchen,Free parking on premises,Private hot tub,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace: wood-burning,Fire pit,Refrigerator,Long-term stays allowed","Check-in: 3:00 pm - 5:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",13991, United Kingdom,1,2,4,0,1,0,15,11.0
12096,4.98,98,"Vineyard view,Lake access,Kitchen,Wifi,Free parking on premises,Private hot tub – available all year, open 24 hours,TV,EV charger,Free washer – In unit,Private patio or balcony","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",15575, United Kingdom,1,4,5,0,3,0,16,10.0
12097,5.0,66,"Kitchen,Wifi,Free parking on premises,Shared outdoor pool – heated,TV,Patio or balcony,Private backyard – Fully fenced,Hair dryer,Refrigerator,Microwave","Check-in: After 2:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",16837, United Kingdom,1,3,3,0,1,0,14,11.0
12098,4.9,73,"Sea view,Bay view,Beach access – Beachfront,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV with standard cable/satellite,Central air conditioning,Bath","Check-in: 2:00 pm - 7:00 pm,No smoking,No parties or events,Pets are allowed",20180, France,1,1,3,0,1,0,14,
12099,4.88,76,"Lake view,Mountain view,Kitchen,Free parking on premises,Sauna,Pets allowed,Patio or balcony,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed",10965, Austria,1,4,4,0,2,0,15,11.0
12101,4.95,104,"Garden view,Mountain view,Kitchen,Wifi,Free parking on premises,Private hot tub,Private sauna,42"" HDTV with HBO Max, Netflix,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,Self check-in with smart lock,No smoking,No pets,No parties or events,Show more,Show more,",9875, Poland,1,2,4,0,1,0,14,11.0
12102,4.8,250,"Kitchen,Wifi,Free parking on premises,Pets allowed,Free washing machine,Dryer,Private patio or balcony,Private backyard – Not fully fenced,Luggage drop-off allowed,Cot","Check-in: 2:00 pm - 2:00 am,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",15128, Netherlands,1,1,2,0,1,0,14,11.0
12103,5.0,21,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Patio or balcony,Long-term stays allowed","Check-in: 4:00 pm - 7:00 pm,Self check-in with lockbox,No smoking,Pets are allowed",11829, France,1,3,5,0,0,0,16,
12104,4.86,98,"Waterfront,Kitchen,Free parking on premises,Private hot tub,Pets allowed,TV,EV charger,Washing machine,Dryer,Bath","Check-in: Flexible,Check out: 1:00 pm,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",22964, France,1,4,8,0,2,0,Flexible,13.0
12105,4.99,303,"Garden view,Park view,Public or shared beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub – available all year, open 24 hours,HDTV with Amazon Prime Video, Netflix,Dryer","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",17127, United Kingdom,1,1,2,0,1,0,15,11.0
12106,4.97,93,"Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,TV,Washing machine,Dryer,Long-term stays allowed","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",13427, United Kingdom,1,3,4,0,2,0,15,11.0
12107,4.93,377,"Mountain view,Courtyard view,Kitchen,Fast wifi – 80 Mbps,Dedicated workspace,Free parking on premises,HDTV with Netflix,EV charger,Paid washer – In unit,Paid dryer – In unit","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,No smoking,No pets,No parties or events,Show more,Show more,",5247, Romania,1,2,4,0,2,0,14,12.0
12108,4.913506493506494,2,"River view,Garden view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 7:00 pm,Check out: 12:00 pm,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed",27875, Romania,1,5,8,0,4,0,16,12.0
12109,4.89,71,"Beach access,Kitchen,Wifi,Free parking on premises,Private patio or balcony,Garden,Fire pit,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 8:00 pm,Check out: 12:00 pm,No smoking,No pets",6398, Germany,1,2,3,0,0,0,14,12.0
12110,4.95,95,"Kitchen,Free parking on premises,43"" HDTV with standard cable/satellite,Free washer – In unit,Private patio or balcony,Indoor fireplace: wood-burning,Hair dryer,Refrigerator,Microwave,Unavailable: Smoke alarmSmoke alarm","Check-in: 5:00 pm - 10:00 pm,Check out: 3:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",10020, Spain,1,3,6,0,2,0,17,15.0
12111,4.89,169,"Kitchen,Free parking on premises,Pets allowed,Private patio or balcony,Private garden,Indoor fireplace,Cot,Travel cot,Children’s books and toys,High chair","Check-in: After 5:00 pm,Check out: 10:00 am,Self check-in with building staff,No smoking,No parties or events,Pets are allowed",6568, France,1,2,4,0,2,0,17,10.0
12112,4.64,178,"Free parking on premises,Pool,Pets allowed,Washing machine,Dryer,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 12:00 pm,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",6885, Italy,1,2,4,0,2,0,12,
12113,4.69,17,"Bay view,Garden view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises – 2 spaces,Pets allowed,55"" HDTV with Netflix, standard cable/satellite, DVD player,Free washer – In building","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No parties or events,Pets are allowed",6021, Turkey,1,2,3,0,1,0,14,12.0
12114,4.55,12,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",4265, Turkey,1,2,2,0,1,0,16,10.0
12115,4.81,168,"Kitchen,Free parking on premises,Private hot tub,Pets allowed,Patio or balcony,Garden,Indoor fireplace,Long-term stays allowed","Check-in: After 3:00 pm,Check out: 10:00 am,Pets are allowed",11872, United Kingdom,1,1,2,0,0,0,15,10.0
12116,5.0,74,"Waterfront,Kitchen,Wifi,Free parking on premises,Private hot tub,TV,EV charger,Washing machine,Dryer,Air conditioning","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No pets,Show more,Show more,",26786, United Kingdom,2,2,4,0,2,0,15,11.0
12117,4.98,219,"River view,Valley view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Free washer – In unit,Paid dryer – In building,Bath,Private patio or balcony","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",4888, Romania,1,2,4,0,2,0,14,12.0
12118,4.9,210,"Lake view,Waterfront,Kitchen,Free parking on premises,Pets allowed,HDTV with Disney+, Amazon Prime Video, Apple TV, Netflix,Patio or balcony,Garden,Luggage drop-off allowed,Cot – available upon request","Check-in: 2:00 pm - 11:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",21048, United Kingdom,1,3,4,0,2,0,14,10.0
12119,4.97,68,"Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 8:00 pm,Check out: 12:00 pm,Self check-in with keypad,No smoking,No pets,No parties or events,Show more,Show more,",10241, Spain,1,1,2,0,1,0,16,12.0
12120,4.81,76,"Lake access,Kitchen,Free parking on premises,Pets allowed,EV charger,Private patio or balcony,Shared garden,Luggage drop-off allowed,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 1:00 pm - 9:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,Pets are allowed,Show more,Show more,",8219, United Kingdom,1,1,2,0,0,0,13,10.0
12121,5.0,3,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Indoor fireplace,Hair dryer,Long-term stays allowed,Security cameras on property,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",10861, Poland,1,4,6,0,2,0,16,11.0
12122,4.61,252,"Kitchen,Free parking on premises,Hot tub,Pets allowed,TV,Garden,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed",8652, France,1,1,4,0,1,0,15,11.0
12123,4.96,217,"Mountain view,River view,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,Shared patio or balcony,Shared backyard – Not fully fenced,Luggage drop-off allowed,Travel cot","Check-in: 2:00 pm - 7:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed,Show more,Show more,",3578, Italy,1,2,4,0,1,0,14,11.0
12124,4.88,194,"Mountain view,Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,Pets allowed,HDTV with standard cable/satellite,AC – split-type ductless system,Private patio or balcony,Shared backyard – Fully fenced","Check-in: 4:00 pm - 11:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",11372, South Korea,1,1,4,0,1,0,16,11.0
12125,5.0,54,"City skyline view,Garden view,Kitchen,Wifi – 9 Mbps,Dedicated workspace,Free driveway parking on premises – 5 spaces,Pets allowed,28"" TV with Chromecast,Free washer – In unit,Security cameras on property","Check-in: 2:00 pm - 6:00 pm,Check out: 10:00 am,Self check-in with lockbox,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",8602, Kenya,2,3,4,0,2,0,14,10.0
12127,4.83,181,"Kitchen,Free parking on premises,Patio or balcony,Garden,Indoor fireplace,Cot,Refrigerator,Long-term stays allowed,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",6161, Spain,1,1,2,0,1,0,15,11.0
12128,4.79,355,"Kitchen,Free parking on premises,Hot tub,Washing machine,Dryer,Indoor fireplace,Long-term stays allowed","Check-in: 2:00 pm - 4:00 pm,Check out: 11:00 am,No smoking,No pets,Show more,Show more,",12332, Netherlands,1,2,4,0,2,0,14,11.0
12129,4.96,258,"Lake access,Kitchen,Free parking on premises,Private hot tub,TV,Private patio or balcony,Shared backyard – Not fully fenced,Indoor fireplace,Luggage drop-off allowed,Refrigerator","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",13964, United Kingdom,1,1,2,0,1,0,15,10.0
12130,4.97,58,"Mountain view,Dedicated workspace,Free driveway parking on premises – 2 spaces,Pets allowed,Bath,Breakfast","Check-in: 3:00 pm - 6:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",15404, Australia,1,1,2,0,1,0,15,11.0
12131,4.94,19,"Bay view,City skyline view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,EV charger,Paid washer – In building","Check-in: After 1:00 pm,Self check-in with keypad,No smoking,Pets are allowed,Show more,Show more,",10600, Germany,1,1,2,0,1,0,13,
12132,4.99,138,"Kitchen,Wifi,Free parking on premises,Pets allowed,HDTV,Garden,Indoor fireplace: pellet stove,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed",4620, Austria,1,4,4,0,1,0,14,10.0
12133,4.97,40,"Kitchen,Wifi,Pets allowed,TV,Indoor fireplace,Long-term stays allowed","Check-in: After 3:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",9188, Czechia,1,6,6,0,2,0,15,12.0
12134,4.99,82,"Kitchen,Dedicated workspace,Free driveway parking on premises,Pets allowed,Private patio or balcony,Private backyard – Fully fenced,Indoor fireplace,Cot,High chair,Security cameras on property","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for children (2-12 years),No smoking,Pets are allowed,Show more,Show more,",18242, United Kingdom,1,0,2,0,1,0,15,11.0
12136,5.0,137,"Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,HDTV,Private patio or balcony,Garden,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 4:00 pm - 9:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events",10187, United Kingdom,1,1,2,0,1,0,16,11.0
12137,4.97,146,"Valley view,Garden view,Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Patio or balcony,Garden","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",11684, Germany,1,3,4,0,2,0,15,11.0
12138,4.99,227,"Kitchen,Wifi,Free parking on premises,Private hot tub – available all year,Pets allowed,TV,Bath,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace","Check-in: 3:00 pm - 2:00 am,Check out: 11:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed",15307, United Kingdom,1,1,2,0,1,0,15,11.0
12139,4.57,14,"Kitchen,Wifi,Free parking on premises,Private pool,Pets allowed,TV,Washing machine,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,Check out: 12:00 pm,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",22579, Turkey,2,3,5,0,2,0,11,12.0
12140,4.73,317,"Mountain view,Valley view,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,EV charger,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 9:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",5178, Switzerland,1,2,3,0,1,0,14,10.0
12141,4.9,128,"Kitchen,Free parking on premises,Private hot tub,Private patio or balcony,Private backyard – Fully fenced,Fire pit,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 3:00 pm - 9:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",10795, United Kingdom,1,1,2,0,0,0,15,10.0
12142,5.0,3,"Ski-in/Ski-out,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Sauna,Pets allowed,32"" HDTV with standard cable/satellite,Paid washer – In building,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: Flexible,Check out: 11:00 am,Self check-in with building staff,Pets are allowed",3827, Poland,1,1,3,0,1,0,Flexible,11.0
12143,4.94,362,"Mountain view,Valley view,Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Washing machine,Dryer,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",30451, Switzerland,1,2,4,0,1,0,16,10.0
12144,4.95,444,"Kitchen,Free parking on premises,Private hot tub,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace,Fire pit,Refrigerator,Long-term stays allowed","Check-in: 3:00 pm - 7:00 pm,Check out: 11:00 am,No smoking,Pets are allowed,Show more,Show more,",14120, United Kingdom,1,2,4,0,1,0,15,11.0
12145,4.93,42,"Waterfront,Kitchen,Free parking on premises,Hot tub,Sauna,Hair dryer,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 3:00 pm - 8:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",6795, France,1,1,2,0,1,0,15,11.0
12146,4.98,141,"Mountain view,Valley view,Kitchen,Free parking on premises,Private hot tub,24"" HDTV,Bath,Private patio or balcony,Private backyard – Fully fenced,Security cameras on property","Check-in: 4:00 pm - 8:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",13228, United Kingdom,1,1,2,0,0,0,16,10.0
12147,4.85,107,"Lake access,Kitchen,Free parking on premises,Pets allowed,Patio or balcony,Private garden,Refrigerator,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Not suitable for infants (under 2 years),Pets are allowed",5605, France,1,1,2,0,0,0,15,10.0
12148,4.99,73,"Free parking on premises,Pets allowed,TV,Garden,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 10:00 am,No smoking,Pets are allowed",2610, Poland,1,1,2,0,1,0,14,10.0
12149,4.94,109,"Mountain view,Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 7:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",5162, South Africa,1,1,2,0,1,0,14,10.0
12150,4.77,13,"Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV with standard cable/satellite,Bath,Hair dryer,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 6:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",20886, Germany,2,3,6,0,3,0,16,10.0
12151,5.0,34,"Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,55"" HDTV,Private patio or balcony,Private backyard – Fully fenced,Indoor fireplace: pellet stove,Cot","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",11829, Germany,1,7,6,0,2,0,16,10.0
12152,5.0,34,"Mountain view,Garden view,Kitchen,Fast wifi – 62 Mbps,Dedicated workspace,Free parking on premises,Private patio or balcony,Shared backyard – Fully fenced,Indoor fireplace,Hair dryer","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No pets,Show more,Show more,",17451, South Korea,1,4,6,0,2,0,15,11.0
12153,4.99,213,"Kitchen,Wifi,Free parking on premises,Washing machine,Bath,Private patio or balcony,Private garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 6:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",16532, Italy,1,5,7,0,3,0,16,10.0
12154,4.99,196,"Lake access,Kitchen,Wifi,Free parking on premises,Washing machine,Patio or balcony,Garden,Indoor fireplace,Luggage drop-off allowed,Refrigerator","Check out: 10:00 am,No smoking,No pets,No parties or events",15468, United Kingdom,1,1,2,0,1,0,,10.0
12155,4.92,155,"Mountain view,Ski-in/ski-out – Near ski lifts,Kitchen,Wifi,Free parking on premises,Private hot tub,Pets allowed,Private patio or balcony,Private backyard – Fully fenced,Indoor fireplace: wood-burning","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",18877, Switzerland,1,2,3,0,2,0,15,11.0
12156,4.91,417,"Garden view,Valley view,Kitchen,Fast wifi – 61 Mbps,Free parking on premises,Private hot tub,Pets allowed,48"" HDTV with Amazon Prime Video, Disney+, Fire TV, Netflix, cable/satellite TV, standard cable/satellite, DVD player,Private patio or balcony,Security cameras on property","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed,Show more,Show more,",16372, United Kingdom,1,1,2,0,1,0,15,10.0
12157,4.98,297,"Garden view,Kitchen,Wifi,Free parking on premises,AC – split-type ductless system,Private backyard – Fully fenced,Indoor fireplace: wood-burning,Luggage drop-off allowed,Hair dryer,Refrigerator","Check-in: After 3:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events",8153, Netherlands,1,2,2,0,1,0,15,11.0
12158,4.96,55,"Mountain view,Kitchen,Wifi,Free parking on premises,Free washer – In building,Hair dryer,Refrigerator,LECTEUR CD BOSE sound system,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 4:00 pm,Check out: 10:00 am,Not suitable for children and infants,No pets,No parties or events,Show more,Show more,",8154, France,1,1,2,0,0,0,16,10.0
12159,4.93,176,"Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,Washing machine,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",7601, Switzerland,1,1,2,0,1,0,16,12.0
12161,4.91,71,"Kitchen,Wifi,Free parking on premises,Shared sauna,Pets allowed,TV,Paid washer – In unit,Paid dryer – In unit,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with smart lock,Pets are allowed",26358, Austria,1,3,6,0,2,0,15,10.0
12162,4.57,37,"Garden view,Wifi,Dedicated workspace,Free parking on premises,Shared pool,AC – split-type ductless system,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 7:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events",3920, Indonesia,1,1,4,0,1,0,14,12.0
12164,5.0,81,"Mountain view,Garden view,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Garden,Indoor fireplace,Luggage drop-off allowed","Check-in: After 2:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,Pets are allowed,Show more,Show more,",7998, Poland,1,7,7,0,3,0,14,11.0
12165,4.86,37,"Mountain view,Garden view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Free washer – In building,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Check out: 12:00 pm,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",3017, Turkey,1,0,3,0,1,0,14,12.0
12166,4.92,121,"Kitchen,Wifi,Free parking on premises,Pets allowed,Private garden,Luggage drop-off allowed,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 5:00 pm,Check out: 2:00 pm,Self check-in with building staff,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed,Show more,Show more,",10905, France,1,1,2,0,1,0,17,14.0
12167,4.82,142,"Mountain view,Valley view,Ski-in/Ski-out,Kitchen,Wifi,Free parking on premises,Shared outdoor pool – available seasonally, heated,Shared patio or balcony,Shared garden,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",7823, Switzerland,1,2,4,0,1,0,16,11.0
12168,4.9,42,"Mountain view,Kitchen,Dedicated workspace,Free parking on premises,Garden,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 4:00 pm - 8:00 pm,Check out: 2:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",6545, Spain,1,2,3,0,1,0,16,14.0
12169,4.73,65,"Lake access,Kitchen,Dedicated workspace,Pets allowed,Indoor fireplace,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","No smoking,Pets are allowed",3695, Czechia,0,6,5,0,1,0,,
12171,4.8,15,"Kitchen,Free parking on premises,Hot tub,Patio or balcony,Shared garden,Indoor fireplace: wood-burning,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",11591, France,1,1,2,0,1,0,16,10.0
